"lang" 
{ 
"Language" "vietnamese" 
"Tokens" 
{ 
"TrackerUI_ConnectionSpeed"				"Tốc độ kết nối internet"
"TrackerUI_FavoriteWindowLabel_Windows"	"Chọn cửa sổ Steam được hiện lên khi khởi động Steam, và khi bạn nhấp đúp chuột vào biểu tượng trên thanh tác vụ."
"TrackerUI_FavoriteWindowLabel"			"Chọn cửa sổ Steam hiện lên khi chương trình chạy."
"TrackerUI_FavoriteWindow"			"Cửa sổ yêu thích"


"Friends_Chat_Title"				"%tabtitle% - Trò chuyện"
"Friends_Chat_Group_Title"			"%tabtitle% - Trò chuyện nhóm"
"Friends_Chat_Room_Headline"		"%friend%"
"Friends_ChatTo"					"Tới: %friend%"
"Friends_ChatToPlusStatus"			"Tới: %friend% (%status%)"
"Friends_ChatToPlusInGame"			"Tới: %friend% (đang chơi %game%)"
"Friends_UserSays"					"%friend% nói:\n"
"Friends_TypingMessage"				"%friend% đang gõ tin nhắn."
"Friends_LastMessageReceived"		"Lần cuối nhận tin: %date% lúc %time%"
"Friends_FriendInfoDialog_Title"	"%friend% - Thông tin người dùng"
"Friends_Chat_FriendNameChanged"		"%old_name% đã đổi tên thành %friend%.\n"
"Friends_Chat_FriendStateChanged"		"%friend% hiện: %status%.\n"
"Friends_Chat_Send"					"Gửi"
"Friends_Chat_InviteToChat"			"Mời trò chuyện"
"Friends_Chat_ReJoin"					"Tham gia lại"
"Friends_Chat_CannotSendFriendOffline" "%friend% hiện đã rời mạng, tin nhắn không thể được gửi tới.\n"
"Friends_Chat_SendOfflineMessage" "%friend% hiện đã rời mạng, họ sẽ nhận được tin nhắn của bạn lần sau họ đăng nhập.\n"
"Friends_Chat_InvitedToGame"			"%friend% mời bạn cùng chơi %game%. "
"Friends_Chat_FriendHasChangedGame"	"%friend% hiện đang chơi %game%. "
"Friends_Chat_FriendHasChangedApp"	"%friend% hiện tại đang sử dụng %game%. "
"Friends_Chat_UnknownGame"			"trò chơi"
"Friends_Chat_ClickHereToJoin"		"Nhấp vào đây để tham gia."
"Friends_Chat_ConvertedToMultiUser"	"Cuộc trò chuyện của bạn với %friend% giờ đã thành cuộc trò chuyện nhiều người dùng.\n"
"Friends_Chat_AnonymousChatName"		"Nặc danh"
"Friends_Chat_Settings"		"Thiết lập trò chuyện"
"Friends_Chat_InviteToWatch"		"Mời vào xem"

"Friends_Chat_CreateFailed_Title"		"Không thể trò chuyện"
"Friends_Chat_CreateFailed_Generic"		"Không thể tạo phòng trò chuyện"
"Friends_Chat_CreateFailed_TooMany"		"Bạn đã tạo quá nhiều phòng trò chuyện. Một số phòng sẽ phải được bỏ trống trước khi bạn có thể tạo thêm."

"Friends_Title_Online"	"Bạn bè"
"Friends_Title_Busy"	"Bạn bè"
"Friends_Title_Away"	"Bạn bè"
"Friends_Title_Snooze"	"Bạn bè"
"Friends_Title_Offline"	"Bạn bè"

"Friends_Page_Groups"	"NHÓM"
"Friends_Page_Friends"	"BẠN BÈ"
"Friends_Page_Games"	"TRÒ CHƠI"

"Friends_MyStatus"		"Trạng thái của tôi"
"Friends_InGame"		"Đang chơi"
"Friends_InApp"			"Trong chương trình"
"Friends_InMod"			"Đang chơi mod"
"Friends_InShortcut"		"Trong trò chơi ngoài Steam"
"Friends_Blocked"		"Đã chặn"

"Friends_AddFriend"		"Thêm bạn..."
"Friends_Edit_Profile"	"Sửa hồ sơ..."

"Friends_FriendList_CurrentGame"	"TRÒ CHƠI HIỆN TẠI"
"Friends_FriendList_InGame"		"ĐANG CHƠI"
"Friends_FriendList_Online"		"TRÊN MẠNG"
"Friends_FriendList_Offline"		"RỜI MẠNG"

"Friends_SendInstantMessage"		"Gửi tin nhắn..."
"Friends_Ignore"			"Chặn mọi liên lạc..."
"Friends_UnIgnore"			"Bỏ chặn"
"Friends_InviteFriendToGame"		"Gửi lời mời chơi"
"Friends_JoinGame"				"Tham gia trò chơi"
"Friends_LaunchGame"				"Khởi động trò chơi"
"Friends_ViewGameInfo"			"Xem thông tin sản phẩm"
"Friends_UserDetails"				"Xem chi tiết người dùng"
"Friends_RemoveUser"				"Gỡ bỏ người bạn này..."

"Friends_RemoveFriend_Title"			"Bạn bè - Xóa người dùng"
"Friends_RemoveFriend_Info"				"Bạn có chắc là bạn muốn gỡ bỏ %friend% ra khỏi danh sách Bạn bè của bạn?\n\n(Bạn có thể thêm họ sau này với nút 'Thêm bạn...'.)\n"
"Friends_RemoveFriend_Button"			"Xóa %friend%"

"Friends_HideFriend_Title"				"Bạn bè - Phớt lờ người dùng"
"Friends_HideFriend_Info"				"Bạn có chắc là bạn muốn phớt lờ và xóa %friend% khỏi danh sách bạn bè được đề nghị?\n\n(Bạn có thể thêm họ sau này với nút 'Thêm bạn...'.)\n"
"Friends_HideFriend_Button"				"Phớt lờ %friend%"
"Friends_HideFriend_Failed"				"Không thể phớt lờ %friend%"

"Friends_Options"			"Tùy chọn"


"Friends_Options_Title"		"Tùy chọn người dùng - %name%"
"Friends_Options_ProfileTab"	"Hồ sơ"
"Friends_Options_SoundsTab"	"Âm thanh"


"Friends_EnterAccountNameOrEmailAddress"	"Điền tên tài khoản Steam hoặc địa chỉ email của người mà bạn muốn thêm vào danh sách bạn bè."
"Friends_SearchingForFriend"				"Đang tìm %search%..."
"Friends_FriendHasBeenAddedToYourListUnderName" "%search% đã được thêm vào danh sách bạn bè của bạn, dưới tên \"%friend%\"."
"Friends_FriendHasBeenAddedToYourList"		"%friend% đã được thêm vào danh sách bạn bè của bạn."
"Friends_UnableToFindFriendByThatName"		"Không thể tìm thấy %search%. Ấn 'trở lại' nếu bạn muốn thử tìm lại."
"Friends_CannotAddSelfToList"				"Bạn không thể thêm chính mình vào danh sách bạn bè!"
"Friends_CannotAddFriendWhoIsAlreadyInList" "%search% đã tồn tại trong danh sách bạn bè của bạn, dưới tên \"%friend%\"."

"Friends_ConnectedButOffline"					"Tất cả bạn bè đang không thấy bạn trên mạng."
"Friends_NoFriendsInList"						"Tại sao không kết bạn với ai đó?"
"Friends_GoOnline"							"Đăng nhập"
"Friends_SignIn_RefreshPassword"				"Đăng nhập..."
"Friends_SignIn_ActivateFriends"				"Tham gia thử nghiệm bạn bè..."
"Friends_ConnectingToFriendsNetwork"			"Đang kết nối tới mạng bạn bè..."
"Friends_ScanningForFriends"					"Đang tải danh sách bạn bè..."

"Friends_NotConnectedToFriendsNetwork"		"Không thể kết nối tới dịch vụ bạn bè. Steam sẽ tự động khởi tạo lại kết nối khi đã sẵn sàng."
"Friends_NotConnectedToFriendsNetwork_InvalidPassword"	"Bạn cần đăng nhập lại vào Steam để có thể dùng chức năng bạn bè."
"Friends_NotConnectedToFriendsNetwork_LoggedInElsewhere"	"Bạn đã đăng xuất khỏi dịch vụ bạn bè, do tài khoản của bạn đã được đăng nhập ở một nơi khác.\n"
"Friends_NotConnectedToFriendsNetwork_InvalidVersion"		"Không thể kết nối tới chức năng bạn bè vì phiên bản Steam này hiện đang lỗi thời. Vui lòng khởi động lại Steam để cập nhật phiên bản mới nhất."
"Friends_NotConnectedToFriendsNetwork_ServersBusy"		"Các máy chủ Steam đang được bảo trì định kỳ. Dịch vụ bạn bè sẽ được tự động kết nối lại khi đã sẵn sàng."
"Friends_NotConnectedToFriendsNetwork_NoConnection"		"Không thể kết nối đến máy chủ Steam. Steam sẽ tự động kết nối lại khi đã sẵn sàng."
"Friends_NotAvailableInOfflineMode"			"Dịch vụ bạn bè không hiện hữu ở chế độ ngắt mạng."


"Friends_UserRequestingFriendship_Title"		"Bạn bè - %friend%"
"Friends_UserRequestingFriendship_Info"		"%friend% đã thêm bạn vào danh sách bạn bè của họ."
"Friends_AllowUserToSeeMeOnline"				"Cho phép %friend% thấy và liên hệ khi bạn ở trên mạng."
"Friends_BlockUserFromSeeingMeOnline"			"Không cho phép người này thấy và liên hệ khi bạn ở trên mạng."

"Friends_AddFriend_Title"			"Thêm bạn"

"Friends_FriendInfoDialog_DetailsTab"		"Chi tiết"
"Friends_FriendInfoDialog_StatusTab"		"Trạng thái"

"Friends_FriendlyName"				"Tên"
"Friends_RecentlyUsedNames"			"Tên được sử dụng gần đây:"

"Friends_PlaySoundWhenFriendJoins"			"Phát âm báo khi bất kỳ bạn bè nào tham gia trò chơi"
"Friends_PlaySoundWhenFriendComesOnline"		"Phát âm báo khi có bất kỳ người bạn nào lên mạng"
"Friends_PlaySoundWhenReceiveAMessage"		"Phát âm báo khi bạn nhận được tin nhắn"
"Friends_NotifyMeWhenUserComesOnline"			"Thông báo tôi khi người dùng này lên mạng"
"Friends_PlaySoundWhenUserComesOnline"		"Luôn phát âm báo khi người dùng này lên mạng"
